id,synopsis,rating,genre,director,writer,theater_date,dvd_date,currency,box_office,runtime,studio,release_year,review_score
1263,A man who writes the book on ending a romance runs into rough sledding while starting a new one in this comedy. Quincy (Jamie Foxx) is a magazine editor whose life takes an unexpected turn for the worse when his fianc,PG-13,Comedy,Daniel Taplitz,Daniel Taplitz,2004-05-14,"Oct 12, 2004",$,11827301.0,86 minutes,Screen Gems,2004,28
1263,A man who writes the book on ending a romance runs into rough sledding while starting a new one in this comedy. Quincy (Jamie Foxx) is a magazine editor whose life takes an unexpected turn for the worse when his fianc,PG-13,Romance,Daniel Taplitz,Daniel Taplitz,2004-05-14,"Oct 12, 2004",$,11827301.0,86 minutes,Screen Gems,2004,28
1265,"Beth (Diane Keaton) saves a bedraggled lost dog from the side of the freeway on a wintry day in Denver. Struggling with her distracted, self-involved husband Joseph (Kevin Kline) and an empty nest at home, Beth forms a special bond with the rescued animal. When Joseph loses the dog after their daughter's (Elisabeth Moss) wedding at their vacation home in the Rockies, Beth, distraught and angry with Joseph, enlists the help of the few remaining guests (Dianne Wiest, Richard Jenkins, Mark Duplass) and a mysterious woman (Ayelet Zurer) in a frantic search. -- (C) Sony Classics",PG-13,Comedy,Lawrence Kasdan,Lawrence Kasdan|Meg Kasdan,2012-04-20,"Aug 28, 2012",$,793352.0,103 minutes,Sony Pictures Classics,2012,21
1265,"Beth (Diane Keaton) saves a bedraggled lost dog from the side of the freeway on a wintry day in Denver. Struggling with her distracted, self-involved husband Joseph (Kevin Kline) and an empty nest at home, Beth forms a special bond with the rescued animal. When Joseph loses the dog after their daughter's (Elisabeth Moss) wedding at their vacation home in the Rockies, Beth, distraught and angry with Joseph, enlists the help of the few remaining guests (Dianne Wiest, Richard Jenkins, Mark Duplass) and a mysterious woman (Ayelet Zurer) in a frantic search. -- (C) Sony Classics",PG-13,Drama,Lawrence Kasdan,Lawrence Kasdan|Meg Kasdan,2012-04-20,"Aug 28, 2012",$,793352.0,103 minutes,Sony Pictures Classics,2012,21
1279,"A handful of kids stranded without their parents is determined to make the most of a bad situation in this comedy. It's Christmas Eve, and Oliver Porter (Lewis Black), the passenger relations manager at a busy airport in the Midwest, is looking forward to spending Christmas in Hawaii with his wife after 15 years in a row working on the busy Yuletide holiday. However, fate conspires against him when a massive snowstorm sweeps in and all flights are canceled. Porter suddenly has to deal with a number of stranded passengers, including six tween-age kids who are each flying unaccompanied from one divorced parent to another -- spoiled little rich girl Grace (Gina Mantegna), geeky but likable Spencer (Dyllan Christopher), his pesky little sister Katy (Dominique Saldana), plus-size comic book fan Beef (Brett Kelly), grumpy tomboy Donna (Quinn Shephard), and bright but mischievous Charlie (Tyler James Williams). With his hands full and determined to make his way to the islands, Porter puts his assistant Zach Van Bourke (Wilmer Valderrama) in charge of the kids. Zach doesn't care for this assignment and the kids don't care for him, and before long they've escaped from the basement conference room where he's stashed them and turned the airport into their playground. Unaccompanied Minors also features Paget Brewster, Rob Corddry and Teri Garr.",PG,Comedy,Paul Feig,Mya Stark|Jacob Meszaros,2006-12-08,"Aug 7, 2007",$,16614132.0,89 minutes,Warner Bros.,2006,31
1279,"A handful of kids stranded without their parents is determined to make the most of a bad situation in this comedy. It's Christmas Eve, and Oliver Porter (Lewis Black), the passenger relations manager at a busy airport in the Midwest, is looking forward to spending Christmas in Hawaii with his wife after 15 years in a row working on the busy Yuletide holiday. However, fate conspires against him when a massive snowstorm sweeps in and all flights are canceled. Porter suddenly has to deal with a number of stranded passengers, including six tween-age kids who are each flying unaccompanied from one divorced parent to another -- spoiled little rich girl Grace (Gina Mantegna), geeky but likable Spencer (Dyllan Christopher), his pesky little sister Katy (Dominique Saldana), plus-size comic book fan Beef (Brett Kelly), grumpy tomboy Donna (Quinn Shephard), and bright but mischievous Charlie (Tyler James Williams). With his hands full and determined to make his way to the islands, Porter puts his assistant Zach Van Bourke (Wilmer Valderrama) in charge of the kids. Zach doesn't care for this assignment and the kids don't care for him, and before long they've escaped from the basement conference room where he's stashed them and turned the airport into their playground. Unaccompanied Minors also features Paget Brewster, Rob Corddry and Teri Garr.",PG,Kids and Family,Paul Feig,Mya Stark|Jacob Meszaros,2006-12-08,"Aug 7, 2007",$,16614132.0,89 minutes,Warner Bros.,2006,31
1288,"A New Jersey rent-a-cop gets his moment to shine as the holidays approach and Santa's little helpers stage a coup at the local shopping mall in this comedy starring King of Queens' Kevin James. Paul Blart (James) is a single suburban dad attempting to make ends meet by working as a mall security guard. Paul takes his job very seriously; unfortunately the same can't be said for the shoppers he deals with on a daily basis. That all changes the day that Santa's little helpers shut down the mall and start taking hostages, including Paul's daughter and his main squeeze. Realizing that no one knows the mall better than the man who's paid to guard it, Paul mounts his Segway and speeds to the rescue.",PG,Comedy,Steve Carr,Kevin James|Nick Bakay,2009-01-16,"May 19, 2009",$,146336178.0,91 minutes,Sony Pictures/Columbia Pictures,2009,32
1290,"It has been two decades since master filmmaker GEORGE A. ROMERO's zombies have stalked the screens of motion picture theaters. For years, fans around the world have been eagerly awaiting his return.And now that day is here.An all-new chapter of horror is about to begin...George A. Romero's Land of the Dead is the acclaimed director's long-awaited return to the genre he invented, beginning with the seminal Night of the Living Dead and continuing with Dawn of the Dead and Day of the Dead.In Romero's harrowing newest vision, the world (as humankind has known it) is merely a memory. In its place is the never-ending nightmare existence of us-the living-versus them-the ""walkers."" What's left of mankind is cordoned off behind the walls of a fortified city while the walking dead roam the vast wasteland beyond. The few wealthy and powerful try to maintain an illusion of life as it was, dwelling high above the city in the exclusive towers of Fiddler's Green, the last bastion of the ruling class. On the streets below, however, the remaining, less fortunate of the city's inhabitants eke out a hard-scrabble life, seeking what little solace they can in the vices available-gambling, flesh trade, drugs-anything that offers even a fleeting respite from the hell their lives have become.Both the lofty heights of Fiddler's Green and the demoralizing lows of the city below are lorded over by a handful of ruthless opportunists, led by Kaufman (DENNIS HOPPER), who keeps his hands in everything, from real estate to less above-board pursuits. To bring food and other essential supplies to the occupants of the city and to allow the Green's well-to-do to acquire the scarce luxury items to which they were once accustomed, a hardened group of mercenaries-headed by Riley (SIMON BAKER) and his second-in-command, Cholo (JOHN LEGUIZAMO)-run retrieval missions outside the city, protected by their massive armored vehicle, Dead Reckoning. Riley and Cholo, like Kaufman, are in it for the money, which they hope to use for their own escapes- Riley to the North, with promises of ""a world without fences"" and freedom, and Cholo to the luxury of Fiddler's Green, far away from the violent life he has known.While Kaufman and his employees concern themselves with commerce, life is changing both within and beyond the walls of the city. Unrest and anarchy are on the rise among the city's disenfranchised and outside, the army of the dead is changing, evolving, learning to organize and communicate.When Cholo commandeers Dead Reckoning, intent on extorting millions out of Kaufman and his cronies, Riley and his ragtag group-including Slack (ASIA ARGENTO) and Charlie (ROBERT JOY)-are called into action to stop Cholo and, in the process, protect the city and its population from the growing army of evolving zombies storming its weakening perimeter.Universal Pictures and Atmosphere Entertainment MM present A Mark Canton-Bernie Goldmann and Romero-Grunwald Production, in association with Wild Bunch: George A. Romero's Land of the Dead, starring Simon Baker, Dennis Hopper, Asia Argento, Robert Joy and John Leguizamo. Written and directed by Romero, the film is produced by MARK CANTON (Taking Lives), PETER GRUNWALD (Monkey Shines) and BERNIE GOLDMANN (Taking Lives).Joining Romero behind the camera are director of photography MIROSLAW BASZAK (Picture Claire), production designer ARV GREYWAL (upcoming 16 Blocks), editor MICHAEL DOHERTY (New Blood), costume designer ALEX KAVANAGH (upcoming Saw 2) and composers REINHOLD HEIL and JOHNNY KLIMEK (Shattered Glass). STEVE BARNETT, DENNIS E. JONES, RYAN KAVANAUGH and LYNWOOD SPINKS serve as executive producers. --",R,Action and Adventure,,,2005-06-24,"Oct 18, 2005",$,20433940.0,92 minutes,Universal Pictures,2005,72
1290,"It has been two decades since master filmmaker GEORGE A. ROMERO's zombies have stalked the screens of motion picture theaters. For years, fans around the world have been eagerly awaiting his return.And now that day is here.An all-new chapter of horror is about to begin...George A. Romero's Land of the Dead is the acclaimed director's long-awaited return to the genre he invented, beginning with the seminal Night of the Living Dead and continuing with Dawn of the Dead and Day of the Dead.In Romero's harrowing newest vision, the world (as humankind has known it) is merely a memory. In its place is the never-ending nightmare existence of us-the living-versus them-the ""walkers."" What's left of mankind is cordoned off behind the walls of a fortified city while the walking dead roam the vast wasteland beyond. The few wealthy and powerful try to maintain an illusion of life as it was, dwelling high above the city in the exclusive towers of Fiddler's Green, the last bastion of the ruling class. On the streets below, however, the remaining, less fortunate of the city's inhabitants eke out a hard-scrabble life, seeking what little solace they can in the vices available-gambling, flesh trade, drugs-anything that offers even a fleeting respite from the hell their lives have become.Both the lofty heights of Fiddler's Green and the demoralizing lows of the city below are lorded over by a handful of ruthless opportunists, led by Kaufman (DENNIS HOPPER), who keeps his hands in everything, from real estate to less above-board pursuits. To bring food and other essential supplies to the occupants of the city and to allow the Green's well-to-do to acquire the scarce luxury items to which they were once accustomed, a hardened group of mercenaries-headed by Riley (SIMON BAKER) and his second-in-command, Cholo (JOHN LEGUIZAMO)-run retrieval missions outside the city, protected by their massive armored vehicle, Dead Reckoning. Riley and Cholo, like Kaufman, are in it for the money, which they hope to use for their own escapes- Riley to the North, with promises of ""a world without fences"" and freedom, and Cholo to the luxury of Fiddler's Green, far away from the violent life he has known.While Kaufman and his employees concern themselves with commerce, life is changing both within and beyond the walls of the city. Unrest and anarchy are on the rise among the city's disenfranchised and outside, the army of the dead is changing, evolving, learning to organize and communicate.When Cholo commandeers Dead Reckoning, intent on extorting millions out of Kaufman and his cronies, Riley and his ragtag group-including Slack (ASIA ARGENTO) and Charlie (ROBERT JOY)-are called into action to stop Cholo and, in the process, protect the city and its population from the growing army of evolving zombies storming its weakening perimeter.Universal Pictures and Atmosphere Entertainment MM present A Mark Canton-Bernie Goldmann and Romero-Grunwald Production, in association with Wild Bunch: George A. Romero's Land of the Dead, starring Simon Baker, Dennis Hopper, Asia Argento, Robert Joy and John Leguizamo. Written and directed by Romero, the film is produced by MARK CANTON (Taking Lives), PETER GRUNWALD (Monkey Shines) and BERNIE GOLDMANN (Taking Lives).Joining Romero behind the camera are director of photography MIROSLAW BASZAK (Picture Claire), production designer ARV GREYWAL (upcoming 16 Blocks), editor MICHAEL DOHERTY (New Blood), costume designer ALEX KAVANAGH (upcoming Saw 2) and composers REINHOLD HEIL and JOHNNY KLIMEK (Shattered Glass). STEVE BARNETT, DENNIS E. JONES, RYAN KAVANAUGH and LYNWOOD SPINKS serve as executive producers. --",R,Drama,,,2005-06-24,"Oct 18, 2005",$,20433940.0,92 minutes,Universal Pictures,2005,72
1290,"It has been two decades since master filmmaker GEORGE A. ROMERO's zombies have stalked the screens of motion picture theaters. For years, fans around the world have been eagerly awaiting his return.And now that day is here.An all-new chapter of horror is about to begin...George A. Romero's Land of the Dead is the acclaimed director's long-awaited return to the genre he invented, beginning with the seminal Night of the Living Dead and continuing with Dawn of the Dead and Day of the Dead.In Romero's harrowing newest vision, the world (as humankind has known it) is merely a memory. In its place is the never-ending nightmare existence of us-the living-versus them-the ""walkers."" What's left of mankind is cordoned off behind the walls of a fortified city while the walking dead roam the vast wasteland beyond. The few wealthy and powerful try to maintain an illusion of life as it was, dwelling high above the city in the exclusive towers of Fiddler's Green, the last bastion of the ruling class. On the streets below, however, the remaining, less fortunate of the city's inhabitants eke out a hard-scrabble life, seeking what little solace they can in the vices available-gambling, flesh trade, drugs-anything that offers even a fleeting respite from the hell their lives have become.Both the lofty heights of Fiddler's Green and the demoralizing lows of the city below are lorded over by a handful of ruthless opportunists, led by Kaufman (DENNIS HOPPER), who keeps his hands in everything, from real estate to less above-board pursuits. To bring food and other essential supplies to the occupants of the city and to allow the Green's well-to-do to acquire the scarce luxury items to which they were once accustomed, a hardened group of mercenaries-headed by Riley (SIMON BAKER) and his second-in-command, Cholo (JOHN LEGUIZAMO)-run retrieval missions outside the city, protected by their massive armored vehicle, Dead Reckoning. Riley and Cholo, like Kaufman, are in it for the money, which they hope to use for their own escapes- Riley to the North, with promises of ""a world without fences"" and freedom, and Cholo to the luxury of Fiddler's Green, far away from the violent life he has known.While Kaufman and his employees concern themselves with commerce, life is changing both within and beyond the walls of the city. Unrest and anarchy are on the rise among the city's disenfranchised and outside, the army of the dead is changing, evolving, learning to organize and communicate.When Cholo commandeers Dead Reckoning, intent on extorting millions out of Kaufman and his cronies, Riley and his ragtag group-including Slack (ASIA ARGENTO) and Charlie (ROBERT JOY)-are called into action to stop Cholo and, in the process, protect the city and its population from the growing army of evolving zombies storming its weakening perimeter.Universal Pictures and Atmosphere Entertainment MM present A Mark Canton-Bernie Goldmann and Romero-Grunwald Production, in association with Wild Bunch: George A. Romero's Land of the Dead, starring Simon Baker, Dennis Hopper, Asia Argento, Robert Joy and John Leguizamo. Written and directed by Romero, the film is produced by MARK CANTON (Taking Lives), PETER GRUNWALD (Monkey Shines) and BERNIE GOLDMANN (Taking Lives).Joining Romero behind the camera are director of photography MIROSLAW BASZAK (Picture Claire), production designer ARV GREYWAL (upcoming 16 Blocks), editor MICHAEL DOHERTY (New Blood), costume designer ALEX KAVANAGH (upcoming Saw 2) and composers REINHOLD HEIL and JOHNNY KLIMEK (Shattered Glass). STEVE BARNETT, DENNIS E. JONES, RYAN KAVANAUGH and LYNWOOD SPINKS serve as executive producers. --",R,Horror,,,2005-06-24,"Oct 18, 2005",$,20433940.0,92 minutes,Universal Pictures,2005,72
1290,"It has been two decades since master filmmaker GEORGE A. ROMERO's zombies have stalked the screens of motion picture theaters. For years, fans around the world have been eagerly awaiting his return.And now that day is here.An all-new chapter of horror is about to begin...George A. Romero's Land of the Dead is the acclaimed director's long-awaited return to the genre he invented, beginning with the seminal Night of the Living Dead and continuing with Dawn of the Dead and Day of the Dead.In Romero's harrowing newest vision, the world (as humankind has known it) is merely a memory. In its place is the never-ending nightmare existence of us-the living-versus them-the ""walkers."" What's left of mankind is cordoned off behind the walls of a fortified city while the walking dead roam the vast wasteland beyond. The few wealthy and powerful try to maintain an illusion of life as it was, dwelling high above the city in the exclusive towers of Fiddler's Green, the last bastion of the ruling class. On the streets below, however, the remaining, less fortunate of the city's inhabitants eke out a hard-scrabble life, seeking what little solace they can in the vices available-gambling, flesh trade, drugs-anything that offers even a fleeting respite from the hell their lives have become.Both the lofty heights of Fiddler's Green and the demoralizing lows of the city below are lorded over by a handful of ruthless opportunists, led by Kaufman (DENNIS HOPPER), who keeps his hands in everything, from real estate to less above-board pursuits. To bring food and other essential supplies to the occupants of the city and to allow the Green's well-to-do to acquire the scarce luxury items to which they were once accustomed, a hardened group of mercenaries-headed by Riley (SIMON BAKER) and his second-in-command, Cholo (JOHN LEGUIZAMO)-run retrieval missions outside the city, protected by their massive armored vehicle, Dead Reckoning. Riley and Cholo, like Kaufman, are in it for the money, which they hope to use for their own escapes- Riley to the North, with promises of ""a world without fences"" and freedom, and Cholo to the luxury of Fiddler's Green, far away from the violent life he has known.While Kaufman and his employees concern themselves with commerce, life is changing both within and beyond the walls of the city. Unrest and anarchy are on the rise among the city's disenfranchised and outside, the army of the dead is changing, evolving, learning to organize and communicate.When Cholo commandeers Dead Reckoning, intent on extorting millions out of Kaufman and his cronies, Riley and his ragtag group-including Slack (ASIA ARGENTO) and Charlie (ROBERT JOY)-are called into action to stop Cholo and, in the process, protect the city and its population from the growing army of evolving zombies storming its weakening perimeter.Universal Pictures and Atmosphere Entertainment MM present A Mark Canton-Bernie Goldmann and Romero-Grunwald Production, in association with Wild Bunch: George A. Romero's Land of the Dead, starring Simon Baker, Dennis Hopper, Asia Argento, Robert Joy and John Leguizamo. Written and directed by Romero, the film is produced by MARK CANTON (Taking Lives), PETER GRUNWALD (Monkey Shines) and BERNIE GOLDMANN (Taking Lives).Joining Romero behind the camera are director of photography MIROSLAW BASZAK (Picture Claire), production designer ARV GREYWAL (upcoming 16 Blocks), editor MICHAEL DOHERTY (New Blood), costume designer ALEX KAVANAGH (upcoming Saw 2) and composers REINHOLD HEIL and JOHNNY KLIMEK (Shattered Glass). STEVE BARNETT, DENNIS E. JONES, RYAN KAVANAUGH and LYNWOOD SPINKS serve as executive producers. --",R,Mystery and Suspense,,,2005-06-24,"Oct 18, 2005",$,20433940.0,92 minutes,Universal Pictures,2005,72
1292,"Writer/director Lisa Cholodenko follows up her much-acclaimed 1997 debut High Art with this examination of a young couple seduced into a hedonistic, left-coast lifestyle. Taking its title from its central locale, Laurel Canyon focuses on a pair of upper-middle class lovebirds from the East Coast who relocate to Los Angeles. Freshly minted from Harvard, Sam (Christian Bale) and Alex (Kate Beckinsale) are eager to continue their medical studies out West, but they need some lodging while they hunt for a home. Enter Jane (Frances McDormand), Sam's estranged, Age-of-Aquarius mom, who's more than willing to put the couple up in her lavish digs. Jane is a successful record producer whose latest charge -- both in the studio and in her bedroom -- is Ian (Alessandro Nivola), a brazen, libidinous twentysomething Brit-rocker. As Sam and Alex settle in at Jane's, they gradually lose their straight-and-narrow approach to life and begin to experiment. Alex takes to Ian and Jane, while Sam is wooed by co-worker Sara (Natascha McElhone). Laurel Canyon features a score by Shudder to Think's Craig Wedren; the music for Ian's band was provided by Sparklehorse's Mark Linkous and indie-rockers Folk Implosion.",R,Art House and International,Lisa Cholodenko,Lisa Cholodenko,2003-03-07,"Jul 15, 2003",$,3596939.0,103 minutes,Sony Pictures Classics,2003,68
1292,"Writer/director Lisa Cholodenko follows up her much-acclaimed 1997 debut High Art with this examination of a young couple seduced into a hedonistic, left-coast lifestyle. Taking its title from its central locale, Laurel Canyon focuses on a pair of upper-middle class lovebirds from the East Coast who relocate to Los Angeles. Freshly minted from Harvard, Sam (Christian Bale) and Alex (Kate Beckinsale) are eager to continue their medical studies out West, but they need some lodging while they hunt for a home. Enter Jane (Frances McDormand), Sam's estranged, Age-of-Aquarius mom, who's more than willing to put the couple up in her lavish digs. Jane is a successful record producer whose latest charge -- both in the studio and in her bedroom -- is Ian (Alessandro Nivola), a brazen, libidinous twentysomething Brit-rocker. As Sam and Alex settle in at Jane's, they gradually lose their straight-and-narrow approach to life and begin to experiment. Alex takes to Ian and Jane, while Sam is wooed by co-worker Sara (Natascha McElhone). Laurel Canyon features a score by Shudder to Think's Craig Wedren; the music for Ian's band was provided by Sparklehorse's Mark Linkous and indie-rockers Folk Implosion.",R,Drama,Lisa Cholodenko,Lisa Cholodenko,2003-03-07,"Jul 15, 2003",$,3596939.0,103 minutes,Sony Pictures Classics,2003,68
1305,"A cow learns to walk like a man, both literally and figuratively, in this computer-animated comedy written and directed by Steve Oedekerk, the creator of Jimmy Neutron: Boy Genius. Ben (voice of Sam Elliott) is a cow who for years has been the leader and sober voice of reason among the animals at a farm where the critters are a bit unusual -- they can walk on two legs, talk, swim, and act like humans, though they have the good sense to avoid doing these things while humans are around. Ben has long dreamed that his son Otis (voice of Kevin James) would someday take over his duties on the farm, but Otis is a carefree and irresponsible type who would rather party with his friends and hang out with his girlfriend, Daisy (voice of Courteney Cox). Ben and his friend Miles (voice of Danny Glover), a wise and patient mule, wonder if Otis will ever make anything of himself, while Dasiy's best friend, Bessy (voice of Wanda Sykes), is convinced she can do better. However, one night Otis decides to do something about an obnoxious kid who enjoys tipping his fellow cows, and for the first time in his life he gets a taste of leadership -- and he likes it. Barnyard also features the voice talents of Andie MacDowell, Maria Bamford, and Maurice LaMarche.",PG,Animation,Steve Oedekerk,Steve Oedekerk,2006-08-04,"Dec 12, 2006",$,72601713.0,90 minutes,Paramount Pictures,2006,22
1305,"A cow learns to walk like a man, both literally and figuratively, in this computer-animated comedy written and directed by Steve Oedekerk, the creator of Jimmy Neutron: Boy Genius. Ben (voice of Sam Elliott) is a cow who for years has been the leader and sober voice of reason among the animals at a farm where the critters are a bit unusual -- they can walk on two legs, talk, swim, and act like humans, though they have the good sense to avoid doing these things while humans are around. Ben has long dreamed that his son Otis (voice of Kevin James) would someday take over his duties on the farm, but Otis is a carefree and irresponsible type who would rather party with his friends and hang out with his girlfriend, Daisy (voice of Courteney Cox). Ben and his friend Miles (voice of Danny Glover), a wise and patient mule, wonder if Otis will ever make anything of himself, while Dasiy's best friend, Bessy (voice of Wanda Sykes), is convinced she can do better. However, one night Otis decides to do something about an obnoxious kid who enjoys tipping his fellow cows, and for the first time in his life he gets a taste of leadership -- and he likes it. Barnyard also features the voice talents of Andie MacDowell, Maria Bamford, and Maurice LaMarche.",PG,Comedy,Steve Oedekerk,Steve Oedekerk,2006-08-04,"Dec 12, 2006",$,72601713.0,90 minutes,Paramount Pictures,2006,22
1305,"A cow learns to walk like a man, both literally and figuratively, in this computer-animated comedy written and directed by Steve Oedekerk, the creator of Jimmy Neutron: Boy Genius. Ben (voice of Sam Elliott) is a cow who for years has been the leader and sober voice of reason among the animals at a farm where the critters are a bit unusual -- they can walk on two legs, talk, swim, and act like humans, though they have the good sense to avoid doing these things while humans are around. Ben has long dreamed that his son Otis (voice of Kevin James) would someday take over his duties on the farm, but Otis is a carefree and irresponsible type who would rather party with his friends and hang out with his girlfriend, Daisy (voice of Courteney Cox). Ben and his friend Miles (voice of Danny Glover), a wise and patient mule, wonder if Otis will ever make anything of himself, while Dasiy's best friend, Bessy (voice of Wanda Sykes), is convinced she can do better. However, one night Otis decides to do something about an obnoxious kid who enjoys tipping his fellow cows, and for the first time in his life he gets a taste of leadership -- and he likes it. Barnyard also features the voice talents of Andie MacDowell, Maria Bamford, and Maurice LaMarche.",PG,Kids and Family,Steve Oedekerk,Steve Oedekerk,2006-08-04,"Dec 12, 2006",$,72601713.0,90 minutes,Paramount Pictures,2006,22
1307,"HITCHCOCK is a love story about one of the most influential filmmakers of the last century, Alfred Hitchcock and his wife and partner Alma Reville. The film takes place during the making of Hitchcock's seminal movie Psycho.",PG-13,Drama,Sacha Gervasi,,2012-11-23,"Mar 12, 2013",$,6002708.0,98 minutes,Fox Searchlight Pictures,2012,58
1317,"For an awkward, self-conscious girl like Kiki, being the personal assistant to a beautiful mega-star like Gwen isn't easy. But when she dutifully accepts the task of helping Gwen and her estranged mega-star husband Eddie make it through one last public appearance masterminded by legendary press agent Lee Phillips, forever devoted Kiki finds that her job is about to get even harder. At first it seems her challenge is to keep the peace between Gwen and Eddie and their public image intact, but soon Kiki is faced with a more personal concern as her longtime friendship with Eddie begins to take a romantic turn.",PG-13,Comedy,Joe Roth,Donna Roth|Billy Crystal|Peter Tolan,2001-07-20,"Nov 13, 2001",$,93008426.0,103 minutes,Columbia Pictures,2001,31
1317,"For an awkward, self-conscious girl like Kiki, being the personal assistant to a beautiful mega-star like Gwen isn't easy. But when she dutifully accepts the task of helping Gwen and her estranged mega-star husband Eddie make it through one last public appearance masterminded by legendary press agent Lee Phillips, forever devoted Kiki finds that her job is about to get even harder. At first it seems her challenge is to keep the peace between Gwen and Eddie and their public image intact, but soon Kiki is faced with a more personal concern as her longtime friendship with Eddie begins to take a romantic turn.",PG-13,Drama,Joe Roth,Donna Roth|Billy Crystal|Peter Tolan,2001-07-20,"Nov 13, 2001",$,93008426.0,103 minutes,Columbia Pictures,2001,31
1317,"For an awkward, self-conscious girl like Kiki, being the personal assistant to a beautiful mega-star like Gwen isn't easy. But when she dutifully accepts the task of helping Gwen and her estranged mega-star husband Eddie make it through one last public appearance masterminded by legendary press agent Lee Phillips, forever devoted Kiki finds that her job is about to get even harder. At first it seems her challenge is to keep the peace between Gwen and Eddie and their public image intact, but soon Kiki is faced with a more personal concern as her longtime friendship with Eddie begins to take a romantic turn.",PG-13,Romance,Joe Roth,Donna Roth|Billy Crystal|Peter Tolan,2001-07-20,"Nov 13, 2001",$,93008426.0,103 minutes,Columbia Pictures,2001,31
1320,"No matter whom we are, no matter where we live, we're all bound by borders. Many of us are content to live within these borders--others are simply forced to exist within them. But some of us need to break out, burst through, even if what is on the other side is both frightening and unknown. From this comes the tale of one young man's dilemma as he navigates his way through his colliding worlds. Set against Detroit's hip-hop scene in 1995, the story centers on Jimmy Smith Jr., a young white rapper, who struggles to find his voice. The people of Detroit know '8 Mile' as the city limit or a border. It is also a psychological dividing line that separates Jimmy from where and who he wants to be, as he struggles to find the strength and courage to transcend his boundaries.",R,Drama,Curtis Hanson,Scott Silver,2002-11-08,"Mar 18, 2003",$,116638030.0,111 minutes,Universal Pictures,2002,76
1321,"In his follow-up to the four-time Academy Award (R)-nominated blockbuster The Help, Tate Taylor directs 42's Chadwick Boseman as James Brown in Get on Up. Based on the incredible life story of the Godfather of Soul, the film will give a fearless look inside the music, moves and moods of Brown, taking audiences on the journey from his impoverished childhood to his evolution into one of the most influential figures of the 20th century. Boseman is joined in the drama by Viola Davis, Octavia Spencer, Nelsan Ellis, Lennie James, Tika Sumpter, Jill Scott and Dan Aykroyd.",PG-13,Drama,Tate Taylor,Tate Taylor|Jez Butterworth|John-Henry Butterworth|Steven Baigelman,2014-08-01,"Jan 6, 2015",$,22838662.0,138 minutes,Universal Pictures,2014,78
1327,"Charles S. Dutton's feature-length directorial debut Against the Ropes is based on the real-life story of Jackie Kallen, a Jewish woman from Detroit who became a successful boxing manager. Played by Meg Ryan, Kallen works her way up in the world of boxing by believing in the fighting skills of Luther Shaw (Omar Epps). Director Dutton appears as veteran trainer Felix Reynolds, whom Kallen encourages to come out of retirement.",PG-13,Drama,,Cheryl Edwards,2004-02-20,"Jul 13, 2004",$,5696752.0,110 minutes,Paramount Pictures,2004,13
1334,"Dating guru Matthew Taylor (Shemar Moore) falls for celebrity therapist Kristin Peralta (Nadine Velazquez) while he does a book tour to promote his best-selling self-help guide. In time, their relationship forces him to confront his issues stemming from a prior breakup. Directed by Youssef Delara.",PG-13,Comedy,Youssef Delara,Victor Teran|Youssef Delara|Staci Robinson,2016-12-09,"Apr 4, 2017",$,320676.0,104 minutes,,2016,60
1334,"Dating guru Matthew Taylor (Shemar Moore) falls for celebrity therapist Kristin Peralta (Nadine Velazquez) while he does a book tour to promote his best-selling self-help guide. In time, their relationship forces him to confront his issues stemming from a prior breakup. Directed by Youssef Delara.",PG-13,Romance,Youssef Delara,Victor Teran|Youssef Delara|Staci Robinson,2016-12-09,"Apr 4, 2017",$,320676.0,104 minutes,,2016,60
1337,"On the morning of his re-election, the President decides to read the newspaper for the first time in four years. This starts him down a slippery slope. He begins reading obsessively, reexamining his black and white view of the world, holing up in his bedroom in his pajamas. Frightened by the President's apparent nervous breakdown, his Chief of Staff pushes him back into the spotlight, booking him as a guest judge on the television ratings juggernaut (and the President's personal fave), the weekly talent show American Dreamz. America can't seem to get enough of American Dreamz, hosted by self-aggrandizing, self-loathing Martin Tweed, ever on the lookout for the next insta-celebrity. His latest crop of hopefuls includes Sally, a conniving steel magnolia with a devoted, dopey veteran boyfriend, and Omer, a recent Southern Californian immigrant (who just happens to be a bumbling, show tune singing, would-be terrorist awaiting activation). When both Sally and Omer make it to the final round of Dreamz -- where the President will be judging along with Tweed -- the stage is set for a show the nation will never forget.",PG-13,Comedy,Paul Weitz,Paul Weitz,2006-04-21,"Oct 3, 2006",$,7156725.0,108 minutes,Universal Pictures,2006,41
